Distance [Bohr]; Energy [Hartree], standard deviation [Hartree]
3.262626262626262985e+00 -5.686989443207726147e-01 6.157438612505337569e-05
3.306060606060606588e+00 -5.672294865535792985e-01 5.698333273190345785e-05
3.349494949494950191e+00 -5.658849111682877631e-01 6.204344383388193463e-05
3.392929292929292906e+00 -5.643724176684217220e-01 4.561848824046647129e-05
3.436363636363636509e+00 -5.628146942446466960e-01 1.410271772682542512e-04
3.479797979797980112e+00 -5.615419789437006148e-01 6.617006281584929511e-05
3.523232323232323715e+00 -5.601233725216002712e-01 6.012601956425874168e-05
3.566666666666667318e+00 -5.587368031550382641e-01 6.016693927851896973e-05
3.610101010101010477e+00 -5.574936825714631450e-01 6.300960388143788955e-05
3.653535353535353636e+00 -5.560237147389521795e-01 6.824052764240715356e-05
3.696969696969697239e+00 -5.547778516846691987e-01 7.564836488230223415e-05
3.740404040404040842e+00 -5.534614266100150726e-01 5.949924510208408986e-05
3.783838383838384001e+00 -5.520809413514017328e-01 6.404979001835697653e-05
3.827272727272727604e+00 -5.509783663308585044e-01 7.051211669982637557e-05
3.870707070707071207e+00 -5.496650310014898899e-01 6.685790312497775698e-05
3.914141414141414810e+00 -5.484504427850951380e-01 6.554484719031729680e-05
3.957575757575757969e+00 -5.473339613264954773e-01 6.652849321997469283e-05
4.001010101010101572e+00 -5.460871782513839756e-01 6.298452708776592225e-05
4.044444444444445175e+00 -5.449129342068681492e-01 6.652507889431416804e-05
4.087878787878787890e+00 -5.437848021444552371e-01 6.322456096963562837e-05
4.131313131313131493e+00 -5.426049277197493304e-01 6.385838423942103988e-05
4.174747474747475096e+00 -5.415691288183972496e-01 5.432265870791702774e-05
4.218181818181818699e+00 -5.404391463044202482e-01 6.495029097617655044e-05
4.261616161616162302e+00 -5.393993493955634433e-01 6.380503036507050084e-05
4.305050505050505016e+00 -5.382583263963718334e-01 6.645591715090321059e-05
4.348484848484849508e+00 -5.373875859820388401e-01 6.706701842522965807e-05
4.391919191919192222e+00 -5.363369088504649218e-01 6.485567949223727206e-05
4.435353535353535825e+00 -5.353840246402775671e-01 6.270082551858699373e-05
4.478787878787879428e+00 -5.344597301385842769e-01 6.252338220667409013e-05
4.522222222222222143e+00 -5.334740285291629247e-01 6.310814175903856895e-05
4.565656565656566634e+00 -5.326250749997427647e-01 6.113332091873906454e-05
4.609090909090909349e+00 -5.316611199523311182e-01 6.643040268689687482e-05
4.652525252525253840e+00 -5.307636513945180878e-01 6.222320463579712150e-05
4.695959595959596555e+00 -5.298550284608091188e-01 6.381335211006313249e-05
4.739393939393939270e+00 -5.291179719857740382e-01 6.255647315340304301e-05
4.782828282828283761e+00 -5.283282210140002322e-01 6.182903035224858088e-05
4.826262626262626476e+00 -5.273846240204587144e-01 6.514379321134089907e-05
4.869696969696970967e+00 -5.267091180537558648e-01 6.405447761541718018e-05
4.913131313131313682e+00 -5.258321854158859443e-01 6.084105532328661726e-05
4.956565656565657285e+00 -5.252486927662894933e-01 5.876280742306602662e-05
5.000000000000000000e+00 -5.244832257850552404e-01 7.413512522662858066e-05
